vehicle_id,length_of_study_time_step,in_study_repair
10288,139.2,0
10289,226.2,0
10290,202.0,0
10296,258.6,0
10297,125.4,0
10298,243.6,0
10300,173.6,0
10301,156.8,1
10302,144.6,0
10303,117.6,1
10304,237.8,0
10305,257.6,0
10306,232.4,0
10308,263.6,0
10309,243.2,0
10310,143.8,1
10311,246.4,0
10312,251.4,0
10313,222.6,0
10314,269.2,0
10315,244.4,0
10317,242.2,0
10319,264.8,0
10320,233.2,0
10321,253.4,0
10324,239.0,0
10327,235.4,0
10329,234.4,0
10330,259.6,0
10331,212.8,0
10332,222.8,0
10334,254.6,0
10335,229.2,0
10336,218.4,0
10337,227.0,0
10340,251.0,0
10341,264.4,0
10346,142.4,0
10347,257.0,0
10348,223.2,0
10350,248.2,0
10351,226.2,0
10354,243.6,0
10356,141.4,0
10357,260.4,0
10358,236.0,0
10359,209.6,0
10360,191.2,0
10361,237.0,0
10362,245.0,0
10363,258.2,0
10364,161.2,1
10365,256.0,0
10368,245.0,0
10370,243.2,0
10371,258.6,0
10372,248.4,0
10374,231.2,0
10375,258.8,0
10376,220.2,0
10377,196.0,0
10378,216.8,0
10379,264.8,0
10380,258.8,0
10381,258.0,0
10382,180.8,0
10383,230.8,0
10385,216.2,0
10386,259.4,0
10390,256.0,0
10391,229.8,0
10393,255.8,0
10394,249.2,0
10395,239.8,0
10396,103.4,1
10397,139.6,0
10398,155.4,0
10399,256.0,0
10400,209.8,1
10401,219.2,0
10402,226.8,0
10403,175.0,0
10404,208.0,0
10405,233.8,0
10406,240.4,0
10407,133.6,0
10408,239.8,0
10409,245.2,0
10410,142.0,0
10411,249.0,0
10413,182.4,1
10414,254.8,0
10415,159.0,0
10416,213.2,0
10417,228.6,0
10421,207.4,0
10422,149.8,0
10423,260.8,0
10424,240.2,0
10426,229.0,0
10427,229.0,0
10429,212.8,0
10430,217.2,0
10431,228.6,0
10433,145.6,0
10434,228.0,0
10435,147.6,1
10436,244.0,0
10437,221.2,0
10438,249.4,0
10441,196.4,1
10442,221.0,1
10443,256.2,0
10444,133.6,0
10446,256.4,0
10448,143.0,0
10449,243.0,0
10450,201.2,0
10451,91.0,1
10452,248.2,0
10453,231.0,0
10454,249.8,0
10455,175.2,1
10456,145.6,0
10458,247.6,0
10459,144.6,0
10460,250.0,0
10461,180.8,0
10463,261.8,0
10464,233.8,0
10465,106.0,1
10466,254.4,0
10467,240.2,0
10468,210.2,0
10469,258.6,0
10473,145.6,0
10474,235.2,0
10475,248.8,0
10476,193.4,1
10481,245.8,0
10482,179.8,0
10483,220.4,1
10485,242.8,0
10487,249.2,0
10488,230.4,0
10489,234.2,0
10490,242.6,0
10491,249.4,0
10492,215.0,0
10493,230.4,0
10496,199.0,0
10498,240.0,0
10499,218.0,0
10500,243.4,0
10501,243.4,0
10503,142.6,0
10504,246.2,0
10505,250.0,0
10507,142.0,0
10508,207.6,0
10511,236.4,0
10513,247.4,0
10514,236.6,0
10515,237.6,0
10516,240.0,0
10517,187.0,0
10518,127.2,0
10519,229.4,1
10520,213.2,0
10522,248.6,0
10524,230.8,0
10525,239.0,1
10526,220.8,0
10527,243.8,0
10529,228.4,0
10530,212.8,0
10531,208.6,0
10534,218.6,0
10535,232.8,0
10536,211.6,0
10537,235.4,0
10538,197.2,0
10539,142.2,0
10542,204.4,0
10543,244.4,0
10545,232.0,0
10546,217.8,0
10548,199.4,0
10549,218.2,0
10551,236.8,0
10553,237.2,0
10555,248.4,0
10556,249.2,0
10557,251.2,1
10558,244.0,0
10559,224.6,0
10560,236.4,0
10561,246.0,0
10562,237.8,0
10563,235.4,0
10565,218.0,0
10566,226.2,0
10568,174.6,0
10569,226.6,0
10570,214.6,0
10572,245.2,0
10573,208.2,0
10574,215.2,0
10575,232.4,0
10576,239.4,0
10578,239.0,0
10579,143.4,0
10580,228.2,0
10581,193.2,1
10582,138.0,0
10584,236.6,0
10585,244.2,0
10586,242.4,0
10587,159.0,0
10589,243.4,0
10592,219.2,0
10593,241.0,0
10596,223.8,0
10598,179.2,0
10599,230.6,0
10601,132.8,0
10602,237.4,0
10603,218.2,0
10605,232.6,0
10610,238.4,0
10611,217.0,0
10612,230.4,0
10613,249.8,0
10614,235.0,0
10615,211.6,1
10616,168.6,0
10619,140.8,0
10620,231.0,0
10622,232.8,0
10623,87.0,1
10624,232.0,0
10625,218.8,0
10626,238.8,0
10627,220.6,0
10628,223.0,0
10629,166.2,0
10630,249.8,0
10631,227.4,0
10632,176.6,0
10633,131.4,0
10634,234.6,0
10636,216.6,0
10637,219.0,0
10638,238.0,0
10639,221.2,0
10643,244.4,0
10644,215.4,0
10645,189.0,0
10646,225.2,0
10647,240.2,0
10648,243.4,0
10649,229.8,0
10650,232.8,0
10652,146.8,0
10655,234.6,0
10657,186.0,1
10658,182.0,0
10659,245.0,0
10660,233.6,0
10661,228.4,0
10665,230.8,0
10666,167.0,0
10667,222.6,0
10668,212.8,0
10669,237.0,0
10670,224.2,0
10672,241.6,0
10673,209.0,0
10674,217.4,0
10676,144.2,0
10677,218.0,0
10678,232.6,0
10679,215.8,0
10680,231.4,0
10681,160.8,0
10683,236.0,0
10684,242.0,0
10685,136.8,0
10686,208.0,0
10688,229.8,0
10689,169.4,0
10690,246.2,0
10691,197.8,0
10692,137.6,0
10693,209.0,0
10697,208.6,1
10698,243.6,0
10699,229.8,0
10700,194.6,0
10701,241.8,0
10702,243.6,0
10704,191.8,0
10705,195.8,0
10706,238.2,0
10707,142.0,1
10708,240.8,0
10709,241.8,1
10713,239.6,0
10715,144.6,0
10716,236.4,0
10717,220.4,0
10718,228.0,0
10719,217.2,0
10720,238.2,0
10721,167.2,0
10723,230.8,0
10724,151.2,1
10725,239.6,0
10727,240.2,0
10728,241.4,0
10731,208.0,1
10735,218.8,0
10736,214.8,0
10737,179.0,0
10738,133.4,0
10739,169.0,0
10740,199.0,0
10742,201.4,0
10743,223.6,0
10744,204.2,0
10745,208.2,0
10746,210.2,0
10747,233.6,0
10748,232.0,0
10752,247.6,0
10754,233.0,0
10757,213.0,0
10759,231.8,0
10761,239.2,0
10765,228.6,0
10768,195.8,0
10769,166.8,1
10770,229.8,0
10771,229.8,0
10772,244.4,0
10773,231.8,0
10774,234.8,0
10776,195.8,0
10778,158.4,1
10779,199.4,0
10780,233.0,0
10781,226.2,0
10784,239.2,0
10786,231.6,0
10787,228.6,0
10788,144.2,0
10789,232.6,0
10790,186.4,0
10791,237.6,0
10793,212.4,0
10794,201.0,1
10797,206.8,0
10798,237.4,0
10800,215.8,0
10801,216.4,0
10802,231.0,0
10803,161.2,0
10804,226.8,0
10805,225.6,0
10807,143.8,0
10809,233.0,0
10810,217.2,0
10811,217.2,0
10812,220.6,0
10813,233.2,0
10814,233.6,0
10816,215.2,0
10818,232.6,0
10820,219.8,0
10821,207.6,0
10822,145.6,0
10824,132.8,1
10825,223.8,0
10826,225.2,0
10828,219.8,0
10829,220.8,0
10830,235.2,0
10831,220.0,0
10832,217.2,0
10833,227.4,0
10835,211.4,0
10836,218.0,0
10837,232.2,0
10838,209.4,0
10839,236.6,0
10840,218.2,0
10842,220.2,0
10844,96.6,1
10845,219.8,0
10846,191.8,0
10847,238.0,0
10848,131.6,0
10850,237.4,0
10851,221.6,0
10852,193.8,0
10855,238.0,0
10856,230.8,0
10857,166.4,0
10858,218.6,0
10861,138.8,0
10862,220.4,0
10863,235.0,0
10864,215.2,0
10865,138.0,0
10866,219.0,0
10867,215.8,0
10868,177.6,0
10869,193.6,1
10870,220.4,0
10871,228.2,0
10872,214.0,0
10873,230.6,0
10875,200.2,0
10876,167.8,0
10877,231.6,0
10878,237.6,0
10879,215.0,0
10880,213.4,0
10881,225.2,0
10882,227.4,0
10883,224.6,0
10884,235.4,0
10888,242.4,0
10889,172.6,0
10890,219.0,0
10893,206.0,0
10894,219.2,0
10898,175.4,0
10900,184.8,1
10901,233.4,0
10903,216.4,0
10904,214.6,0
10905,172.8,0
10906,217.4,0
10907,212.6,0
10909,135.4,0
10911,232.0,0
10913,235.0,0
10915,218.8,0
10917,220.0,0
10919,225.8,0
10920,215.6,0
10923,152.2,1
10925,232.4,0
10926,225.4,0
10927,228.6,0
10928,219.8,0
10930,231.4,0
10931,172.2,0
10933,195.6,0
10934,198.8,0
10935,202.2,0
10937,156.6,0
10938,233.6,0
10939,217.0,0
10940,175.4,0
10944,209.8,0
10945,233.2,0
10947,219.4,0
10948,205.8,0
10950,220.8,0
10953,218.2,0
10954,194.4,0
10955,223.8,0
10957,212.8,0
10958,217.2,0
10960,210.2,0
10961,230.0,0
10962,216.4,0
10964,231.8,0
10965,235.6,0
10968,218.8,0
10969,206.2,0
10971,227.8,0
10972,216.4,0
10973,222.4,0
10974,193.0,0
10975,197.2,0
10976,226.4,0
10977,134.2,0
10979,226.0,0
10980,227.8,0
10981,202.0,0
10982,204.8,0
10983,230.8,0
10984,227.4,0
10985,230.8,0
10986,233.2,0
10987,229.6,0
10988,230.4,0
10989,229.6,0
10990,212.2,0
10991,206.2,0
10993,219.4,0
10994,213.2,0
10995,232.4,0
10996,219.6,0
10997,226.6,0
10999,133.6,1
11000,236.6,1
11001,184.2,0
11002,232.6,0
11003,184.4,0
11006,232.8,0
11007,217.0,0
11008,224.2,0
11010,116.2,1
11011,225.8,0
11012,195.4,0
11017,232.4,0
11018,223.8,0
11019,229.8,0
11020,219.4,0
11021,163.6,0
11022,220.2,0
11024,232.6,0
11026,236.4,0
11028,219.2,0
11029,205.6,0
11030,212.0,0
11031,210.8,0
11033,79.0,1
11035,220.0,0
11036,206.8,1
11039,189.8,0
11042,228.4,0
11043,229.2,0
11044,195.8,0
11046,213.4,0
11049,163.0,1
11050,143.4,0
11051,179.0,0
11052,141.4,1
11053,194.6,0
11054,228.2,0
11055,220.0,0
11056,237.0,0
11057,97.8,1
11059,177.8,0
11060,207.4,0
11061,227.8,0
11062,231.6,0
11063,197.4,0
11064,163.0,0
11065,227.4,0
11066,226.4,0
11067,232.4,0
11068,234.2,0
11069,140.6,0
11070,177.0,0
11071,203.8,0
11073,217.6,1
11075,183.6,0
11076,220.6,0
11077,231.2,0
11078,205.2,0
11082,224.0,0
11083,222.8,1
11084,230.0,0
11087,221.2,0
11088,189.6,0
11089,218.6,0
11090,220.8,0
11091,222.6,0
11092,223.6,0
11093,195.8,0
11094,236.2,0
11096,149.2,0
11097,218.4,0
11099,223.2,0
11100,182.4,1
11102,212.2,0
11104,221.4,0
11105,187.2,0
11106,210.0,0
11107,224.2,0
11108,223.8,0
11110,228.6,0
11111,204.2,1
11112,125.0,1
11114,233.8,0
11115,214.0,0
11117,170.0,0
11118,232.2,0
11119,216.8,0
11120,199.8,1
11121,176.8,0
11123,217.0,0
11124,192.6,1
11125,221.0,0
11126,212.6,0
11127,213.2,0
11128,226.4,0
11129,225.0,0
11130,129.4,0
11131,221.4,0
11132,201.2,0
11134,212.6,0
11135,216.8,0
11137,83.8,1
11139,105.4,1
11140,203.0,0
11141,140.2,0
11143,189.8,0
11144,223.4,0
11145,219.8,0
11146,215.6,0
11147,207.0,0
11150,230.0,0
11151,200.0,0
11152,230.2,0
11153,110.6,1
11154,144.4,0
11157,219.0,0
11158,134.2,1
11160,209.4,0
11161,223.2,1
11163,218.8,0
11164,214.8,0
11165,194.8,0
11166,194.8,0
11167,201.2,0
11169,215.6,1
11170,210.0,0
11171,117.2,1
11173,211.4,0
11174,210.2,0
11176,210.8,0
11178,191.4,0
11179,221.6,0
11181,129.4,0
11182,225.2,0
11184,234.0,0
11185,178.2,0
11186,201.8,0
11188,144.2,0
11189,221.0,0
11190,191.4,1
11193,186.4,0
11194,198.8,0
11196,222.0,0
11197,233.6,0
11198,212.6,0
11199,181.6,0
11201,182.6,0
11202,210.4,0
11203,198.8,0
11205,218.0,0
11206,210.0,0
11207,216.0,0
11209,220.6,0
11210,214.4,0
11211,218.6,0
11212,209.4,0
11213,216.2,0
11215,217.2,1
11217,206.4,0
11219,212.6,0
11220,143.2,0
11222,223.8,0
11223,223.8,0
11226,213.8,0
11227,217.2,0
11228,166.0,0
11230,227.4,1
11231,224.4,0
11232,210.0,0
11233,225.4,0
11234,218.4,0
11235,209.8,0
11236,184.0,0
11239,219.4,0
11240,133.8,1
11241,216.0,0
11242,166.8,0
11243,217.2,0
11244,167.4,0
11245,138.4,0
11246,194.6,0
11248,214.8,0
11249,167.2,0
11251,202.8,1
11253,220.4,0
11254,209.8,0
11255,171.0,0
11257,226.8,0
11258,200.6,0
11259,212.6,0
11260,221.2,0
11261,207.4,0
11262,184.8,0
11264,158.0,0
11266,221.8,0
11269,218.0,0
11270,201.6,0
11272,219.8,0
11273,224.0,0
11275,216.8,0
11276,207.0,0
11277,212.6,0
11278,218.4,0
11279,151.0,0
11283,109.0,1
11284,212.2,0
11285,138.0,0
11288,224.8,0
11290,185.2,0
11292,112.8,1
11293,219.4,1
11295,222.0,0
11296,215.8,0
11298,223.0,0
11301,220.6,0
11302,174.8,0
11303,202.8,0
11304,224.4,0
11305,225.4,0
11306,203.0,0
11307,211.8,0
11312,159.2,0
11314,198.2,0
11316,225.8,0
11318,209.4,0
11319,224.2,0
11320,140.0,0
11321,215.2,0
11323,218.6,0
11324,206.2,0
11326,199.2,0
11328,214.2,0
11329,169.6,0
11331,215.0,0
11332,143.2,0
11333,200.6,0
11337,227.8,0
11338,206.4,0
11339,211.2,0
11340,209.8,0
11341,228.0,0
11343,191.4,0
11344,210.0,0
11346,177.0,0
11347,222.4,0
11348,200.6,0
11349,223.0,1
11350,230.4,0
11352,222.6,0
11353,210.8,0
11355,213.6,0
11356,213.4,0
11359,160.0,1
11360,217.0,0
11361,218.2,0
11366,226.4,0
11367,215.6,0
11368,163.2,1
11369,217.4,0
11370,214.8,0
11372,208.0,0
11376,222.4,0
11377,226.2,0
11378,209.8,0
11379,204.6,1
11380,201.6,0
11382,212.0,0
11384,215.8,0
11386,176.2,0
11387,219.0,0
11389,161.6,0
11390,219.2,0
11391,214.8,0
11395,179.4,0
11398,221.0,0
11399,192.6,0
11400,142.8,1
11401,173.4,0
11403,192.4,0
11405,225.2,0
11406,152.0,0
11407,196.0,0
11409,219.0,0
11410,116.6,1
11412,208.4,0
11414,201.8,0
11415,182.4,0
11416,204.2,0
11418,198.2,0
11419,217.2,0
11420,203.6,0
11421,209.6,0
11422,208.6,0
11423,177.8,0
11424,136.8,0
11427,202.4,0
11428,152.4,0
11429,210.0,0
11431,212.0,0
11432,191.6,0
11433,206.8,0
11434,205.6,0
11436,127.0,1
11437,221.2,0
11438,138.4,0
11440,144.2,0
11441,213.8,0
11442,199.2,0
11443,227.4,0
11445,135.2,0
11446,209.8,0
11447,196.0,0
11448,206.2,0
11451,161.2,1
11452,217.4,0
11453,212.8,0
11455,211.0,0
11456,214.4,0
11457,200.8,0
11458,203.6,0
11463,154.2,1
11464,203.2,0
11467,217.0,0
11468,172.0,0
11469,207.0,0
11470,198.6,0
11471,179.6,0
11472,195.8,0
11473,205.8,0
11476,213.4,0
11477,219.2,0
11480,143.6,0
11481,214.8,0
11482,212.6,0
11483,215.8,0
11486,225.4,0
11487,107.8,1
11488,188.0,0
11492,215.0,0
11493,159.2,0
11494,215.8,0
11495,206.6,0
11496,191.0,1
11497,220.2,0
11500,217.8,0
11501,214.6,0
11503,218.6,0
11504,228.4,0
11505,215.6,0
11506,197.2,0
11507,217.2,0
11508,215.8,0
11509,160.6,0
11510,218.2,0
11511,168.0,0
11513,177.2,0
11514,217.0,0
11515,223.4,0
11517,226.0,0
11518,218.6,0
11519,204.0,0
11520,169.8,0
11521,206.6,1
11523,214.4,0
11524,213.0,0
11525,187.6,0
11526,217.6,0
11527,163.8,1
11528,207.0,0
11529,174.8,0
11530,186.2,0
11531,173.6,0
11532,175.2,0
11533,212.0,0
11534,170.2,1
11535,157.8,0
11538,207.8,0
11539,196.6,0
11540,211.4,0
11541,163.0,0
11542,175.2,0
11543,211.6,0
11544,210.4,0
11546,204.6,0
11548,202.8,0
11550,215.6,0
11551,137.2,1
11555,206.8,0
11558,214.8,0
11559,207.4,0
11560,204.2,0
11563,191.8,1
11564,212.4,0
11565,145.8,0
11566,200.0,0
11567,192.8,0
11568,222.0,0
11569,217.6,0
11570,199.2,0
11571,205.2,0
11572,205.8,0
11573,216.2,0
11575,221.4,0
11577,207.6,0
11578,209.8,0
11582,172.0,0
11586,202.8,0
11587,172.4,0
11590,194.4,0
11593,189.4,1
11595,222.6,0
11600,221.2,0
11601,144.0,0
11602,203.0,0
11603,202.8,0
11604,177.2,0
11608,211.4,0
11609,215.6,0
11610,179.4,0
11611,141.4,0
11614,201.2,0
11615,207.8,0
11616,223.6,0
11617,213.4,0
11619,186.2,0
11623,196.6,0
11624,196.2,0
11625,108.0,1
11627,216.8,0
11629,183.0,0
11630,132.8,0
11632,154.0,1
11633,207.2,0
11634,201.6,0
11637,209.6,0
11638,194.4,0
11639,125.6,0
11640,202.0,0
11642,213.2,0
11643,203.4,0
11644,215.2,0
11645,209.6,0
11646,206.4,0
11647,220.6,0
11648,209.2,0
11649,209.4,0
11650,204.8,0
11652,199.2,0
11653,98.0,1
11654,201.8,0
11655,168.8,0
11657,163.0,0
11658,145.6,0
11659,214.2,0
11660,186.6,0
11662,217.6,0
11665,205.2,1
11666,201.4,0
11667,201.4,0
11668,215.8,0
11669,217.4,0
11670,202.2,0
11671,170.0,0
11672,214.8,0
11673,215.0,0
11674,212.2,0
11675,165.6,0
11676,188.2,0
11677,140.2,0
11678,175.0,0
11679,211.8,0
11680,108.8,1
11681,216.2,0
11682,178.0,0
11683,211.4,0
11684,184.2,1
11686,188.6,0
11688,214.8,0
11693,122.4,1
11694,186.2,1
11696,159.8,1
11701,212.6,1
11703,161.0,0
11706,184.8,0
11707,184.8,0
11708,205.6,0
11710,211.0,0
11712,209.0,0
11715,190.0,0
11716,189.0,0
11718,203.8,0
11719,211.4,0
11720,85.0,1
11721,144.2,0
11724,192.8,0
11725,216.6,0
11730,186.0,0
11732,198.6,0
11733,210.0,0
11734,183.6,0
11735,208.6,0
11737,210.4,0
11738,171.2,0
11740,145.4,0
11742,197.2,0
11744,176.2,0
11746,204.0,0
11747,206.6,0
11748,204.0,0
11749,172.8,0
11750,110.4,1
11752,189.6,0
11753,187.6,0
11756,200.6,0
11757,101.4,1
11758,131.0,0
11759,216.4,0
11760,198.0,0
11763,178.0,0
11765,157.2,0
11767,216.4,0
11768,201.0,0
11769,180.6,0
11773,214.4,0
11774,201.8,0
11775,94.2,1
11777,189.6,0
11783,219.8,0
11785,207.4,0
11786,202.0,0
11788,191.6,0
11791,165.8,0
11792,186.2,0
11793,189.0,0
11794,170.8,0
11795,202.0,0
11796,138.2,0
11797,192.8,0
11798,205.4,0
11799,186.4,0
11800,201.4,0
11803,148.2,0
11804,185.8,0
11806,177.2,0
11807,208.8,0
11808,159.2,0
11809,215.4,0
11810,197.8,0
11811,181.0,0
11812,174.2,0
11813,167.8,0
11815,206.4,0
11816,217.6,0
11817,217.0,0
11820,211.0,0
11822,215.4,0
11823,208.0,1
11824,207.0,0
11828,132.2,1
11829,218.2,0
11831,195.0,0
11832,199.8,0
11833,194.6,0
11834,184.0,0
11835,200.8,0
11836,179.6,0
11838,216.8,0
11839,179.0,0
11841,182.4,0
11842,198.4,0
11843,216.4,0
11844,202.2,0
11845,80.4,1
11846,186.2,0
11848,181.4,0
11851,202.6,0
11852,216.4,0
11855,181.2,1
11856,184.6,0
11857,187.6,0
11858,197.4,0
11859,197.4,0
11860,181.8,0
11861,189.2,0
11862,200.0,0
11863,174.0,1
11864,167.8,1
11866,137.2,1
11867,171.0,0
11868,198.0,0
11870,179.2,0
11871,202.2,0
11874,206.8,0
11875,167.4,1
11876,103.2,1
11877,198.4,0
11879,149.0,0
11880,185.0,0
11881,215.2,0
11882,168.2,0
11884,181.2,0
11885,197.8,0
11886,169.0,1
11887,212.6,0
11890,140.6,0
11893,201.0,0
11894,169.2,0
11895,186.2,1
11897,213.6,0
11898,149.0,0
11899,209.2,0
11900,200.4,0
11901,212.2,0
11902,190.0,0
11906,178.2,0
11911,176.8,0
11912,143.6,0
11913,208.2,0
11914,164.4,0
11915,214.4,0
11916,178.6,0
11918,93.8,1
11920,192.6,0
11921,145.8,0
11923,194.0,0
11926,202.2,0
11927,204.4,0
11928,185.4,0
11929,190.2,0
11930,173.8,0
11931,208.6,0
11934,201.2,0
11935,154.6,0
11936,177.2,0
11937,193.8,0
11938,186.4,0
11939,150.0,0
11940,185.4,0
11943,200.8,0
11944,179.6,0
11945,207.6,0
11946,182.6,0
11948,208.0,0
11949,179.8,0
11950,184.8,0
11951,137.8,0
11952,208.2,0
11954,201.6,0
11955,194.6,0
11956,214.6,0
11957,188.8,0
11958,196.6,0
11959,164.0,0
11960,188.8,0
11962,176.4,0
11963,191.6,0
11964,186.6,0
11966,200.0,0
11971,203.6,0
11972,147.4,0
11973,153.0,1
11977,126.8,1
11978,174.8,0
11980,202.6,0
11981,206.2,0
11982,191.6,0
11984,195.6,0
11985,182.2,0
11986,214.4,0
11987,184.8,0
11989,202.2,0
11990,179.4,0
11991,129.2,0
11992,204.4,0
11994,174.8,0
11997,207.6,0
11998,153.2,0
11999,211.8,0
12000,180.2,0
12003,183.4,0
12004,189.2,1
12005,208.4,0
12006,115.0,1
12009,211.0,0
12011,191.8,0
12013,172.4,0
12014,172.0,0
12015,191.8,0
12017,203.8,0
12018,178.6,0
12019,183.8,0
12021,193.8,0
12022,193.4,0
12023,191.0,0
12026,212.4,0
12027,163.4,0
12028,182.4,0
12029,145.4,0
12031,160.2,0
12034,126.0,1
12035,140.2,0
12036,169.4,0
12038,170.2,0
12041,194.0,0
12042,136.0,1
12046,171.0,0
12047,207.2,0
12048,191.6,0
12049,190.4,0
12050,96.4,1
12051,190.4,0
12054,181.8,0
12056,168.6,0
12057,164.2,0
12058,196.2,0
12061,201.0,0
12063,206.8,0
12064,196.4,0
12065,198.6,1
12066,134.8,0
12067,187.0,0
12068,187.6,0
12071,205.0,0
12072,172.8,1
12074,191.6,0
12075,150.8,0
12076,193.6,0
12077,202.0,0
12078,212.6,0
12080,210.8,0
12081,180.0,0
12082,183.8,0
12083,190.4,0
12084,212.4,0
12085,142.0,0
12091,183.8,0
12092,145.4,0
12093,191.8,0
12094,197.0,0
12095,191.6,0
12097,159.8,0
12098,177.0,0
12099,183.4,0
12100,204.4,0
12101,191.0,0
12102,190.6,0
12103,190.8,1
12104,194.2,0
12105,169.2,0
12106,169.0,0
12107,179.6,0
12108,159.8,0
12109,183.6,0
12110,187.0,0
12112,187.0,0
12113,178.4,0
12118,198.8,0
12119,186.0,0
12120,190.6,0
12122,200.6,0
12123,178.6,0
12124,173.2,0
12125,170.0,1
12127,206.8,0
12128,204.0,0
12131,121.6,1
12132,178.6,0
12133,194.0,0
12134,141.8,0
12135,189.4,0
12136,136.4,1
12137,203.2,0
12138,195.6,0
12139,150.6,0
12141,144.2,0
12142,201.8,0
12143,181.0,0
12146,171.6,0
12147,169.4,0
12148,196.4,0
12149,180.8,0
12151,190.4,0
12153,172.4,0
12157,169.6,0
12158,174.8,0
12160,158.6,0
12161,182.6,0
12162,167.0,0
12164,168.8,0
12165,144.2,0
12169,166.6,0
12170,194.4,0
12171,159.8,0
12172,188.0,0
12173,91.6,1
12174,188.0,0
12175,166.6,0
12176,177.6,0
12177,196.8,0
12178,162.8,0
12179,124.6,0
12180,198.6,1
12181,184.0,0
12182,144.2,0
12183,145.0,0
12184,157.4,0
12185,180.4,0
12186,155.4,0
12188,134.2,0
12189,135.8,0
12190,176.4,0
12192,184.2,0
12193,192.8,0
12194,122.4,1
12196,163.8,0
12199,136.6,0
12202,204.4,0
12204,179.6,0
12205,143.6,0
12206,142.6,0
12207,187.6,0
12209,199.8,0
12210,208.6,0
12214,162.0,0
12215,198.2,0
12216,165.6,0
12217,183.4,0
12218,175.0,0
12219,174.0,0
12220,198.4,0
12221,181.4,1
12222,174.8,0
12223,188.8,0
12224,155.0,0
12225,200.8,0
12227,186.6,0
12229,179.2,0
12230,132.0,0
12232,198.4,0
12233,183.0,0
12234,188.2,0
12235,176.6,0
12236,193.0,0
12237,149.0,0
12239,201.2,0
12240,174.6,0
12241,136.6,0
12242,183.4,0
12244,145.2,0
12245,189.8,0
12246,198.6,1
12248,195.0,0
12251,155.2,0
12252,143.4,0
12253,199.4,0
12254,182.2,0
12256,176.0,0
12257,157.4,0
12258,121.8,0
12259,188.8,0
12260,160.4,0
12261,158.6,0
12263,177.2,0
12264,185.2,0
12265,157.8,0
12266,192.4,0
12267,170.8,0
12268,125.8,0
12269,179.0,0
12270,184.8,0
12273,199.0,0
12276,196.8,0
12277,198.4,0
12278,135.0,0
12279,137.0,0
12280,189.8,0
12283,202.4,0
12284,151.0,0
12285,184.8,0
12286,197.2,0
12288,199.4,0
12290,203.2,0
12292,177.2,0
12295,204.4,0
12297,184.6,0
12299,138.4,0
12303,193.0,0
12304,196.8,0
12306,152.0,0
12307,176.2,0
12308,191.6,0
12309,191.0,0
12310,187.2,0
12311,186.8,0
12312,204.0,0
12313,191.0,0
12315,209.2,0
12317,142.6,0
12318,166.4,0
12320,162.8,1
12321,199.8,0
12324,195.6,0
12326,138.2,0
12327,191.0,0
12328,167.4,0
12331,180.8,0
12333,165.0,0
12334,184.6,0
12343,194.8,0
12346,200.0,0
12348,134.6,0
12349,187.6,0
12350,191.4,0
12351,199.8,0
12352,167.0,0
12353,192.2,0
12354,183.8,0
12355,181.6,0
12357,190.2,0
12358,187.0,0
12360,197.4,0
12361,184.4,0
12362,124.8,0
12363,186.4,0
12364,185.0,0
12367,171.8,0
12369,179.8,0
12370,174.2,0
12371,163.0,0
12372,171.6,0
12374,185.2,0
12375,172.8,0
12376,178.2,1
12377,176.4,0
12379,179.4,0
12380,200.8,0
12381,196.8,0
12383,176.0,0
12384,146.0,0
12385,201.4,0
12386,193.8,0
12387,206.4,0
12388,194.6,0
12391,200.2,0
12393,183.4,0
12394,188.6,0
12395,187.8,0
12396,192.0,0
12397,202.4,0
12400,195.4,0
12401,194.8,0
12402,183.6,0
12405,166.0,0
12406,164.6,0
12407,201.8,0
12408,180.2,0
12410,195.8,0
12411,187.8,0
12412,189.6,0
12413,158.8,0
12414,166.0,0
12416,144.2,0
12418,159.6,0
12419,167.8,0
12420,141.8,0
12421,190.6,0
12422,180.6,0
12424,140.8,0
12425,179.6,0
12426,193.2,0
12427,144.8,0
12428,144.8,0
12429,140.8,0
12430,201.2,0
12431,147.8,0
12433,141.0,0
12434,192.8,0
12435,155.2,0
12436,182.8,0
12441,185.0,0
12442,198.4,0
12444,145.0,0
12445,146.8,0
12447,183.4,0
12450,187.6,0
12451,191.6,0
12452,167.4,0
12454,143.6,0
12455,171.6,0
12456,140.6,0
12458,156.6,0
12459,199.8,0
12460,204.6,0
12461,166.2,0
12463,178.4,0
12465,124.0,0
12466,192.4,0
12467,175.0,0
12471,179.4,0
12472,183.6,0
12473,190.4,0
12474,194.4,0
12475,174.2,0
12476,195.2,0
12477,140.8,0
12478,172.4,0
12479,179.0,0
12480,130.6,0
12481,196.0,0
12483,198.6,0
12487,184.8,0
12488,196.4,0
12492,179.8,0
12493,179.8,0
12494,187.6,0
12495,142.0,0
12497,173.0,0
12498,189.2,0
12499,182.8,0
12500,180.4,0
12502,195.4,0
12503,197.8,0
12508,199.2,0
12512,128.6,0
12513,184.0,0
12515,135.8,0
12519,172.8,0
12520,193.0,0
12523,153.0,0
12524,175.8,0
12527,186.4,0
12529,183.4,0
12530,199.4,0
12531,202.6,0
12535,187.8,0
12536,200.0,0
12538,182.0,0
12539,173.6,0
12543,191.0,0
12544,203.6,0
12547,152.4,0
12549,164.6,0
12550,182.8,0
12551,188.0,0
