vehicle_id,Spec_0,Spec_1,Spec_2,Spec_3,Spec_4,Spec_5,Spec_6,Spec_7
4956,Cat0,Cat3,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1
4958,Cat1,Cat15,Cat2,Cat3,Cat0,Cat0,Cat7,Cat2
4960,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
4961,Cat1,Cat0,Cat0,Cat3,Cat0,Cat0,Cat4,Cat3
4962,Cat0,Cat4,Cat0,Cat0,Cat0,Cat1,Cat0,Cat1
4963,Cat1,Cat1,Cat0,Cat3,Cat0,Cat0,Cat3,Cat2
4964,Cat1,Cat15,Cat0,Cat2,Cat0,Cat3,Cat4,Cat0
4965,Cat1,Cat12,Cat12,Cat2,Cat0,Cat0,Cat4,Cat2
4966,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
4968,Cat0,Cat1,Cat10,Cat0,Cat0,Cat3,Cat0,Cat1
4969,Cat0,Cat1,Cat10,Cat2,Cat0,Cat0,Cat0,Cat1
4970,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat0
4972,Cat0,Cat3,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1
4973,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
4974,Cat1,Cat15,Cat0,Cat3,Cat0,Cat0,Cat4,Cat3
4975,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
4977,Cat1,Cat4,Cat0,Cat2,Cat0,Cat0,Cat4,Cat2
4978,Cat0,Cat14,Cat1,Cat3,Cat0,Cat0,Cat0,Cat0
4979,Cat0,Cat14,Cat1,Cat3,Cat0,Cat0,Cat0,Cat0
4980,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
4982,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat0
4983,Cat1,Cat10,Cat10,Cat0,Cat0,Cat0,Cat4,Cat0
4984,Cat0,Cat3,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1
4986,Cat1,Cat1,Cat10,Cat2,Cat0,Cat3,Cat5,Cat0
4991,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
4992,Cat1,Cat7,Cat0,Cat3,Cat0,Cat2,Cat4,Cat0
4996,Cat1,Cat12,Cat8,Cat0,Cat0,Cat0,Cat4,Cat1
4997,Cat1,Cat15,Cat5,Cat0,Cat0,Cat0,Cat5,Cat1
4999,Cat1,Cat1,Cat10,Cat2,Cat0,Cat3,Cat5,Cat1
5000,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5002,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
5003,Cat0,Cat14,Cat0,Cat2,Cat0,Cat0,Cat2,Cat3
5004,Cat0,Cat7,Cat1,Cat3,Cat0,Cat0,Cat2,Cat0
5006,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5007,Cat0,Cat10,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1
5008,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5009,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat0
5011,Cat0,Cat2,Cat2,Cat0,Cat0,Cat1,Cat0,Cat1
5012,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat0
5013,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5014,Cat1,Cat0,Cat2,Cat0,Cat0,Cat2,Cat4,Cat1
5015,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0
5016,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat1,Cat0
5019,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0
5020,Cat0,Cat1,Cat1,Cat0,Cat0,Cat2,Cat0,Cat0
5021,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0
5023,Cat0,Cat18,Cat0,Cat2,Cat0,Cat0,Cat2,Cat3
5024,Cat0,Cat0,Cat0,Cat2,Cat0,Cat0,Cat0,Cat1
5026,Cat0,Cat14,Cat1,Cat3,Cat0,Cat0,Cat0,Cat2
5027,Cat1,Cat13,Cat0,Cat2,Cat0,Cat1,Cat3,Cat2
5028,Cat0,Cat14,Cat1,Cat3,Cat0,Cat0,Cat0,Cat0
5030,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5031,Cat0,Cat15,Cat9,Cat2,Cat0,Cat2,Cat0,Cat0
5032,Cat0,Cat0,Cat0,Cat2,Cat0,Cat0,Cat0,Cat1
5033,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5035,Cat0,Cat1,Cat10,Cat0,Cat0,Cat3,Cat0,Cat1
5036,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0
5039,Cat1,Cat0,Cat0,Cat3,Cat0,Cat1,Cat4,Cat1
5040,Cat1,Cat12,Cat12,Cat2,Cat0,Cat0,Cat4,Cat0
5041,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
5042,Cat1,Cat10,Cat0,Cat0,Cat0,Cat0,Cat4,Cat0
5047,Cat1,Cat10,Cat2,Cat2,Cat0,Cat3,Cat4,Cat1
5048,Cat0,Cat14,Cat1,Cat3,Cat0,Cat0,Cat0,Cat0
5049,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
5050,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat1,Cat0
5051,Cat0,Cat2,Cat2,Cat1,Cat0,Cat1,Cat0,Cat1
5052,Cat0,Cat0,Cat0,Cat2,Cat0,Cat0,Cat0,Cat1
5053,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5055,Cat0,Cat12,Cat8,Cat0,Cat0,Cat1,Cat0,Cat1
5057,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,Cat4,Cat1
5058,Cat1,Cat12,Cat12,Cat2,Cat0,Cat0,Cat4,Cat0
5059,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5060,Cat1,Cat0,Cat2,Cat2,Cat0,Cat1,Cat4,Cat0
5061,Cat1,Cat0,Cat0,Cat0,Cat0,Cat2,Cat4,Cat1
5062,Cat1,Cat12,Cat8,Cat0,Cat0,Cat0,Cat4,Cat1
5064,Cat1,Cat12,Cat12,Cat2,Cat0,Cat0,Cat4,Cat0
5066,Cat0,Cat7,Cat0,Cat0,Cat0,Cat1,Cat0,Cat1
5067,Cat1,Cat10,Cat0,Cat3,Cat0,Cat1,Cat4,Cat1
5069,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0
5070,Cat0,Cat9,Cat3,Cat1,Cat0,Cat0,Cat0,Cat1
5071,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1
5072,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5073,Cat0,Cat13,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1
5074,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1
5075,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1
5076,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1
5077,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5080,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
5082,Cat0,Cat1,Cat10,Cat0,Cat0,Cat3,Cat0,Cat1
5083,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1
5085,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0
5086,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5088,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5089,Cat1,Cat10,Cat0,Cat2,Cat0,Cat0,Cat4,Cat1
5090,Cat0,Cat2,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1
5091,Cat0,Cat17,Cat5,Cat2,Cat0,Cat3,Cat2,Cat1
5093,Cat0,Cat4,Cat2,Cat0,Cat0,Cat1,Cat0,Cat1
5095,Cat0,Cat4,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1
5096,Cat0,Cat2,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1
5097,Cat0,Cat12,Cat12,Cat0,Cat0,Cat2,Cat0,Cat1
5098,Cat0,Cat3,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1
5099,Cat1,Cat7,Cat2,Cat0,Cat0,Cat1,Cat4,Cat1
5100,Cat0,Cat1,Cat10,Cat0,Cat0,Cat3,Cat0,Cat1
5101,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5102,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0
5103,Cat1,Cat16,Cat0,Cat0,Cat0,Cat0,Cat4,Cat1
5104,Cat0,Cat14,Cat1,Cat3,Cat0,Cat0,Cat2,Cat2
5105,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5106,Cat1,Cat7,Cat2,Cat0,Cat0,Cat1,Cat4,Cat1
5107,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5108,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0
5112,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
5113,Cat0,Cat2,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1
5114,Cat1,Cat10,Cat0,Cat0,Cat0,Cat0,Cat4,Cat1
5115,Cat0,Cat3,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1
5117,Cat1,Cat14,Cat0,Cat3,Cat0,Cat0,Cat3,Cat2
5118,Cat0,Cat14,Cat1,Cat3,Cat0,Cat0,Cat2,Cat2
5119,Cat1,Cat14,Cat0,Cat3,Cat0,Cat0,Cat3,Cat3
5120,Cat1,Cat2,Cat2,Cat0,Cat0,Cat0,Cat4,Cat0
5121,Cat1,Cat7,Cat0,Cat3,Cat0,Cat2,Cat4,Cat2
5123,Cat0,Cat14,Cat1,Cat3,Cat0,Cat0,Cat2,Cat2
5124,Cat1,Cat16,Cat0,Cat3,Cat0,Cat0,Cat3,Cat2
5125,Cat1,Cat10,Cat2,Cat2,Cat0,Cat1,Cat4,Cat2
5127,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
5130,Cat0,Cat1,Cat10,Cat0,Cat0,Cat1,Cat0,Cat1
5132,Cat0,Cat7,Cat0,Cat2,Cat0,Cat0,Cat0,Cat1
5133,Cat1,Cat10,Cat0,Cat3,Cat0,Cat0,Cat4,Cat0
5134,Cat0,Cat3,Cat2,Cat1,Cat0,Cat1,Cat0,Cat1
5135,Cat1,Cat15,Cat0,Cat3,Cat0,Cat0,Cat4,Cat0
5138,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
5139,Cat1,Cat4,Cat0,Cat2,Cat0,Cat3,Cat4,Cat3
5141,Cat0,Cat14,Cat1,Cat3,Cat0,Cat0,Cat1,Cat0
5143,Cat0,Cat17,Cat5,Cat0,Cat0,Cat3,Cat2,Cat1
5146,Cat0,Cat15,Cat0,Cat0,Cat0,Cat1,Cat0,Cat1
5147,Cat1,Cat15,Cat0,Cat0,Cat0,Cat0,Cat4,Cat1
5148,Cat0,Cat1,Cat1,Cat1,Cat0,Cat2,Cat0,Cat1
5149,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,Cat4,Cat1
5150,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
5151,Cat1,Cat7,Cat0,Cat3,Cat0,Cat0,Cat4,Cat0
5152,Cat0,Cat1,Cat10,Cat0,Cat0,Cat3,Cat0,Cat1
5153,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
5155,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
5156,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat1
5159,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat1,Cat0
5161,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5163,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1,Cat4,Cat1
5167,Cat0,Cat0,Cat2,Cat0,Cat0,Cat0,Cat1,Cat2
5169,Cat0,Cat0,Cat0,Cat2,Cat0,Cat0,Cat0,Cat0
5170,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat1
5171,Cat0,Cat2,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1
5174,Cat1,Cat10,Cat1,Cat3,Cat0,Cat0,Cat3,Cat3
5175,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat1
5177,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0
5178,Cat1,Cat10,Cat0,Cat3,Cat0,Cat1,Cat4,Cat1
5179,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5180,Cat1,Cat3,Cat2,Cat0,Cat0,Cat0,Cat4,Cat0
5184,Cat0,Cat4,Cat14,Cat3,Cat1,Cat3,Cat2,Cat3
5185,Cat1,Cat16,Cat2,Cat3,Cat0,Cat0,Cat4,Cat3
5186,Cat0,Cat1,Cat10,Cat0,Cat0,Cat1,Cat0,Cat1
5188,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat2,Cat1
5189,Cat0,Cat10,Cat0,Cat2,Cat0,Cat0,Cat0,Cat1
5190,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5191,Cat1,Cat1,Cat10,Cat0,Cat0,Cat0,Cat4,Cat1
5192,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat1
5195,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
5196,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
5197,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
5198,Cat0,Cat1,Cat10,Cat0,Cat0,Cat1,Cat0,Cat1
5199,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat4,Cat0
5200,Cat1,Cat7,Cat0,Cat3,Cat0,Cat1,Cat4,Cat2
5202,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat1
5204,Cat1,Cat3,Cat2,Cat1,Cat0,Cat0,Cat4,Cat1
5205,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5206,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5208,Cat1,Cat0,Cat0,Cat3,Cat0,Cat0,Cat4,Cat2
5209,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
5210,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
5211,Cat0,Cat10,Cat0,Cat0,Cat0,Cat1,Cat0,Cat1
5212,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5213,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5215,Cat0,Cat1,Cat10,Cat0,Cat0,Cat3,Cat0,Cat1
5218,Cat0,Cat2,Cat2,Cat1,Cat0,Cat1,Cat2,Cat1
5219,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5220,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5223,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5226,Cat0,Cat6,Cat12,Cat0,Cat0,Cat0,Cat0,Cat1
5228,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5229,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5230,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
5231,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
5233,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5235,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat2
5238,Cat0,Cat1,Cat10,Cat0,Cat0,Cat0,Cat0,Cat1
5239,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat0
5240,Cat1,Cat2,Cat2,Cat0,Cat0,Cat0,Cat4,Cat0
5241,Cat1,Cat1,Cat10,Cat0,Cat0,Cat3,Cat4,Cat1
5242,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5244,Cat0,Cat7,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1
5245,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
5246,Cat1,Cat14,Cat0,Cat0,Cat0,Cat2,Cat3,Cat0
5247,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5249,Cat0,Cat3,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1
5251,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
5253,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5256,Cat1,Cat10,Cat0,Cat3,Cat0,Cat3,Cat4,Cat0
5257,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5258,Cat0,Cat10,Cat0,Cat2,Cat0,Cat0,Cat0,Cat1
5259,Cat0,Cat2,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1
5260,Cat1,Cat7,Cat2,Cat3,Cat0,Cat0,Cat4,Cat3
5261,Cat0,Cat2,Cat2,Cat1,Cat0,Cat0,Cat2,Cat1
5262,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5263,Cat1,Cat14,Cat0,Cat3,Cat0,Cat0,Cat3,Cat0
5264,Cat0,Cat0,Cat2,Cat1,Cat0,Cat0,Cat1,Cat0
5266,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
5267,Cat0,Cat0,Cat2,Cat0,Cat0,Cat0,Cat1,Cat2
5268,Cat1,Cat15,Cat0,Cat2,Cat0,Cat1,Cat4,Cat1
5269,Cat1,Cat3,Cat2,Cat1,Cat0,Cat0,Cat4,Cat1
5270,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5271,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5272,Cat0,Cat0,Cat0,Cat2,Cat0,Cat0,Cat0,Cat0
5273,Cat0,Cat0,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1
5276,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5277,Cat1,Cat16,Cat12,Cat0,Cat0,Cat0,Cat4,Cat1
5279,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
5280,Cat1,Cat0,Cat0,Cat2,Cat0,Cat0,Cat4,Cat1
5281,Cat0,Cat14,Cat1,Cat3,Cat0,Cat0,Cat0,Cat2
5283,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
5284,Cat0,Cat2,Cat2,Cat0,Cat0,Cat1,Cat0,Cat1
5285,Cat1,Cat4,Cat0,Cat3,Cat0,Cat1,Cat4,Cat0
5287,Cat0,Cat3,Cat2,Cat0,Cat0,Cat0,Cat0,Cat0
5288,Cat1,Cat1,Cat10,Cat0,Cat0,Cat0,Cat4,Cat1
5292,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat0
5293,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1,Cat4,Cat1
5294,Cat0,Cat7,Cat2,Cat0,Cat0,Cat0,Cat0,Cat0
5295,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5296,Cat1,Cat18,Cat12,Cat0,Cat0,Cat2,Cat4,Cat1
5301,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5302,Cat1,Cat10,Cat0,Cat3,Cat0,Cat3,Cat4,Cat0
5303,Cat0,Cat2,Cat2,Cat1,Cat0,Cat1,Cat0,Cat1
5305,Cat0,Cat2,Cat2,Cat0,Cat0,Cat1,Cat0,Cat1
5307,Cat0,Cat3,Cat2,Cat1,Cat0,Cat1,Cat0,Cat1
5308,Cat1,Cat6,Cat6,Cat2,Cat0,Cat3,Cat5,Cat2
5309,Cat1,Cat10,Cat0,Cat3,Cat0,Cat1,Cat4,Cat2
5310,Cat0,Cat14,Cat1,Cat3,Cat0,Cat0,Cat0,Cat2
5311,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5312,Cat0,Cat12,Cat9,Cat2,Cat0,Cat0,Cat0,Cat0
5314,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5315,Cat0,Cat7,Cat2,Cat1,Cat0,Cat0,Cat0,Cat1
5317,Cat0,Cat15,Cat5,Cat0,Cat0,Cat0,Cat0,Cat1
5318,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5320,Cat1,Cat15,Cat0,Cat3,Cat0,Cat0,Cat3,Cat2
5321,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5322,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5323,Cat0,Cat10,Cat0,Cat0,Cat0,Cat3,Cat0,Cat0
5324,Cat1,Cat1,Cat1,Cat3,Cat0,Cat0,Cat3,Cat2
5325,Cat0,Cat0,Cat2,Cat0,Cat0,Cat0,Cat0,Cat0
5326,Cat1,Cat1,Cat1,Cat3,Cat0,Cat0,Cat3,Cat2
5327,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5329,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5330,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat0
5332,Cat1,Cat7,Cat10,Cat2,Cat0,Cat0,Cat4,Cat0
5333,Cat1,Cat1,Cat1,Cat3,Cat0,Cat0,Cat3,Cat2
5334,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,Cat4,Cat1
5336,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1
5337,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0
5338,Cat1,Cat15,Cat2,Cat0,Cat0,Cat3,Cat4,Cat2
5342,Cat1,Cat0,Cat0,Cat3,Cat0,Cat0,Cat4,Cat0
5344,Cat0,Cat4,Cat0,Cat0,Cat0,Cat1,Cat0,Cat1
5346,Cat1,Cat8,Cat0,Cat3,Cat0,Cat0,Cat7,Cat3
5347,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
5350,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
5352,Cat0,Cat4,Cat2,Cat0,Cat0,Cat1,Cat0,Cat1
5353,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
5355,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0
5356,Cat0,Cat2,Cat2,Cat0,Cat0,Cat1,Cat0,Cat1
5357,Cat1,Cat14,Cat0,Cat3,Cat0,Cat0,Cat4,Cat2
5358,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat0
5361,Cat1,Cat6,Cat0,Cat3,Cat0,Cat0,Cat4,Cat0
5366,Cat0,Cat10,Cat0,Cat0,Cat0,Cat1,Cat0,Cat1
5368,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5369,Cat1,Cat0,Cat0,Cat2,Cat0,Cat0,Cat4,Cat3
5370,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5371,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5372,Cat1,Cat10,Cat0,Cat0,Cat0,Cat1,Cat4,Cat0
5373,Cat0,Cat7,Cat4,Cat0,Cat0,Cat0,Cat0,Cat1
5374,Cat1,Cat0,Cat0,Cat3,Cat0,Cat0,Cat3,Cat2
5375,Cat1,Cat15,Cat2,Cat0,Cat0,Cat3,Cat4,Cat2
5377,Cat1,Cat15,Cat0,Cat2,Cat0,Cat3,Cat4,Cat1
5378,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1,Cat0,Cat1
5380,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat0
5383,Cat1,Cat8,Cat2,Cat0,Cat0,Cat0,Cat4,Cat1
5384,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5385,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat0
5386,Cat1,Cat0,Cat5,Cat0,Cat0,Cat2,Cat4,Cat0
5388,Cat1,Cat10,Cat0,Cat3,Cat0,Cat3,Cat4,Cat2
5389,Cat0,Cat2,Cat2,Cat1,Cat0,Cat1,Cat2,Cat1
5390,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat0
5392,Cat0,Cat7,Cat2,Cat0,Cat0,Cat1,Cat0,Cat0
5393,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat0
5397,Cat0,Cat1,Cat10,Cat0,Cat0,Cat0,Cat2,Cat1
5398,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat0
5399,Cat1,Cat0,Cat5,Cat0,Cat0,Cat0,Cat4,Cat0
5400,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat0
5401,Cat0,Cat2,Cat2,Cat0,Cat0,Cat1,Cat0,Cat0
5402,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5403,Cat1,Cat6,Cat9,Cat2,Cat0,Cat0,Cat4,Cat1
5408,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat0
5409,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat0
5410,Cat0,Cat2,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1
5411,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat0
5413,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat0
5416,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
5417,Cat0,Cat20,Cat0,Cat3,Cat0,Cat0,Cat0,Cat1
5418,Cat0,Cat12,Cat10,Cat1,Cat0,Cat0,Cat0,Cat1
5419,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0
5422,Cat1,Cat8,Cat2,Cat0,Cat0,Cat0,Cat4,Cat1
5423,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0,Cat0
5425,Cat0,Cat1,Cat1,Cat2,Cat0,Cat0,Cat1,Cat0
5426,Cat0,Cat15,Cat0,Cat0,Cat0,Cat0,Cat2,Cat1
5428,Cat0,Cat1,Cat1,Cat1,Cat0,Cat2,Cat1,Cat2
5429,Cat1,Cat16,Cat0,Cat2,Cat0,Cat2,Cat4,Cat1
5430,Cat1,Cat16,Cat1,Cat0,Cat0,Cat1,Cat4,Cat0
5431,Cat1,Cat10,Cat0,Cat2,Cat0,Cat0,Cat4,Cat0
5435,Cat0,Cat2,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1
